primary_tag,month_id,n_questions,time_index,high_tag,exposure_index,predicted_exposure_mean,residual_queue_complexity_index_mean,first_answer_1d_rate,first_answer_1d_denom,accepted_30d_rate,accepted_30d_denom,response_cert_gap,post_chatgpt,high_post,chatgpt_z
command-line,2024-02,17,50,1,4.120789251758093,4.116613114843082,0.5294117647058824,0.23529411764705882,17.0,0.17647058823529413,17.0,0.05882352941176469,1,1,0.9512597482887946
command-line,2024-03,16,51,1,4.120789251758093,4.131999600967898,0.53125,0.375,16.0,0.0625,16.0,0.3125,1,1,0.9241037505892032
command-line,2024-04,12,52,1,4.120789251758093,4.012532200865587,0.5416666666666666,0.25,12.0,0.3333333333333333,12.0,-0.08333333333333331,1,1,0.893771288491975
command-line,2024-05,11,53,1,4.120789251758093,4.032703346330967,0.5454545454545454,0.0,11.0,0.09090909090909091,11.0,-0.09090909090909091,1,1,0.9001548162587621
command-line,2024-06,16,54,1,4.120789251758093,4.071744591470791,0.53125,0.125,16.0,0.1875,16.0,-0.0625,1,1,0.9105996096502342
command-line,2024-07,10,55,1,4.120789251758093,4.1804255470215015,0.55,0.0,10.0,0.2,10.0,-0.2,1,1,0.8185696544784788
command-line,2024-08,16,56,1,4.120789251758093,4.12459662369319,0.53125,0.25,16.0,0.125,16.0,0.125,1,1,0.7943736899120964
command-line,2024-09,11,57,1,4.120789251758093,4.2207166132168075,0.5454545454545454,0.09090909090909091,11.0,0.18181818181818182,11.0,-0.09090909090909091,1,1,0.8537876941417065
command-line,2024-10,7,58,1,4.120789251758093,4.0554223001220455,0.5714285714285713,0.14285714285714285,7.0,0.0,7.0,0.14285714285714285,1,1,0.9025263082320198
command-line,2024-11,17,59,1,4.120789251758093,4.031495446159371,0.5294117647058824,0.17647058823529413,17.0,0.4117647058823529,17.0,-0.2352941176470588,1,1,0.9175319513804596
command-line,2024-12,10,60,1,4.120789251758093,4.087572543856226,0.55,0.1,10.0,0.2,10.0,-0.1,1,1,0.9087605063697853
command-line,2025-01,8,61,1,4.120789251758093,3.716593723878459,0.5625,0.0,8.0,0.0,8.0,0.0,1,1,0.9618948738827183
command-line,2025-02,8,62,1,4.120789251758093,4.0602096479012415,0.5625,0.0,8.0,0.375,8.0,-0.375,1,1,0.9649936190048208
command-line,2025-03,6,63,1,4.120789251758093,4.204885300151532,0.5833333333333334,0.16666666666666666,6.0,0.16666666666666666,6.0,0.0,1,1,0.9784754355606526
command-line,2025-04,5,64,1,4.120789251758093,4.087451259438926,0.6000000000000001,0.2,5.0,0.2,5.0,0.0,1,1,1.0402353442258345
command-line,2025-05,7,65,1,4.120789251758093,4.014493972696886,0.5714285714285713,0.14285714285714285,7.0,0.14285714285714285,7.0,0.0,1,1,0.9513853406830685
command-line,2025-06,6,66,1,4.120789251758093,4.308099904920193,0.5833333333333334,0.0,6.0,0.0,6.0,0.0,1,1,1.058190044052818
command-line,2025-07,8,67,1,4.120789251758093,4.158023998571917,0.5625,0.375,8.0,0.375,8.0,0.0,1,1,0.9884341600286033
command-line,2025-08,4,68,1,4.120789251758093,3.895043256562312,0.625,0.0,4.0,0.25,4.0,-0.25,1,1,1.0250208709494477
command-line,2025-09,6,69,1,4.120789251758093,4.179968659528312,0.5833333333333334,0.16666666666666666,6.0,0.0,6.0,0.16666666666666666,1,1,1.0338027031579542
command-line,2025-10,1,70,1,4.120789251758093,3.8138489429917866,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0313242330467107
command-line,2025-11,3,71,1,4.120789251758093,4.298491820836886,0.6666666666666666,0.6666666666666666,3.0,0.3333333333333333,3.0,0.3333333333333333,1,1,1.0094705048817594
command-line,2025-12,8,72,1,4.120789251758093,4.188054465566468,0.5625,0.125,8.0,1.0,1.0,-0.875,1,1,0.9872705236107
drivers,2020-01,20,1,0,3.91159236785138,3.97612944477747,0.525,0.1,20.0,0.15,20.0,-0.04999999999999999,0,0,-1.0265186621478888
drivers,2020-02,26,2,0,3.91159236785138,3.9389374583307535,0.5192307692307693,0.11538461538461539,26.0,0.11538461538461539,26.0,0.0,0,0,-1.0265186621478888
drivers,2020-03,29,3,0,3.91159236785138,3.9621198638673922,0.5172413793103449,0.1724137931034483,29.0,0.10344827586206896,29.0,0.06896551724137932,0,0,-1.0265186621478888
drivers,2020-04,32,4,0,3.91159236785138,3.9722697112624594,0.515625,0.1875,32.0,0.1875,32.0,0.0,0,0,-1.0265186621478888
drivers,2020-05,29,5,0,3.91159236785138,3.9409458939703983,0.5172413793103449,0.1724137931034483,29.0,0.1724137931034483,29.0,0.0,0,0,-1.0265186621478888
drivers,2020-06,36,6,0,3.91159236785138,3.9285565975735945,0.5138888888888888,0.2222222222222222,36.0,0.16666666666666666,36.0,0.05555555555555555,0,0,-1.0265186621478888
drivers,2020-07,28,7,0,3.91159236785138,3.9315805425872656,0.5178571428571429,0.07142857142857142,28.0,0.10714285714285714,28.0,-0.03571428571428571,0,0,-1.0265186621478888
drivers,2020-08,19,8,0,3.91159236785138,3.8053451173160426,0.5263157894736842,0.10526315789473684,19.0,0.05263157894736842,19.0,0.05263157894736842,0,0,-1.0265186621478888
drivers,2020-09,27,9,0,3.91159236785138,3.8456048892439947,0.5185185185185185,0.1111111111111111,27.0,0.14814814814814814,27.0,-0.037037037037037035,0,0,-1.0265186621478888
drivers,2020-10,29,10,0,3.91159236785138,3.9419865552864772,0.5172413793103449,0.20689655172413793,29.0,0.06896551724137931,29.0,0.13793103448275862,0,0,-1.0265186621478888
drivers,2020-11,15,11,0,3.91159236785138,3.9885060273802937,0.5333333333333333,0.13333333333333333,15.0,0.2,15.0,-0.06666666666666668,0,0,-1.0265186621478888
drivers,2020-12,36,12,0,3.91159236785138,3.881033470153704,0.5138888888888888,0.1111111111111111,36.0,0.1111111111111111,36.0,0.0,0,0,-1.0265186621478888
drivers,2021-01,35,13,0,3.91159236785138,3.9243535717701197,0.5142857142857142,0.14285714285714285,35.0,0.11428571428571428,35.0,0.028571428571428567,0,0,-1.0265186621478888
drivers,2021-02,24,14,0,3.91159236785138,3.823895882542177,0.5208333333333334,0.16666666666666666,24.0,0.125,24.0,0.04166666666666666,0,0,-1.0265186621478888
drivers,2021-03,33,15,0,3.91159236785138,3.923214932741908,0.5151515151515151,0.24242424242424243,33.0,0.12121212121212122,33.0,0.12121212121212122,0,0,-1.0265186621478888
drivers,2021-04,25,16,0,3.91159236785138,3.856038747847769,0.52,0.2,25.0,0.2,25.0,0.0,0,0,-1.0265186621478888
drivers,2021-05,22,17,0,3.91159236785138,3.9325585669824976,0.5227272727272728,0.09090909090909091,22.0,0.22727272727272727,22.0,-0.13636363636363635,0,0,-1.0265186621478888
drivers,2021-06,20,18,0,3.91159236785138,3.923799348824228,0.5250000000000001,0.1,20.0,0.1,20.0,0.0,0,0,-1.0265186621478888
drivers,2021-07,22,19,0,3.91159236785138,3.9075367925429108,0.5227272727272728,0.0,22.0,0.09090909090909091,22.0,-0.09090909090909091,0,0,-1.0265186621478888
drivers,2021-08,16,20,0,3.91159236785138,4.005267556873141,0.53125,0.1875,16.0,0.1875,16.0,0.0,0,0,-1.0265186621478888
drivers,2021-09,15,21,0,3.91159236785138,3.9985772692472215,0.5333333333333333,0.06666666666666667,15.0,0.2,15.0,-0.13333333333333336,0,0,-1.0265186621478888
drivers,2021-10,17,22,0,3.91159236785138,3.829283391030962,0.5294117647058824,0.058823529411764705,17.0,0.11764705882352941,17.0,-0.058823529411764705,0,0,-1.0265186621478888
drivers,2021-11,25,23,0,3.91159236785138,3.9337137524101347,0.52,0.08,25.0,0.12,25.0,-0.039999999999999994,0,0,-1.0265186621478888
drivers,2021-12,12,24,0,3.91159236785138,3.9077208817921316,0.5416666666666666,0.3333333333333333,12.0,0.25,12.0,0.08333333333333331,0,0,-1.0265186621478888
drivers,2022-01,17,25,0,3.91159236785138,3.8832296095885064,0.5294117647058824,0.058823529411764705,17.0,0.058823529411764705,17.0,0.0,0,0,-1.0265186621478888
drivers,2022-02,14,26,0,3.91159236785138,3.8301910297686694,0.5357142857142857,0.07142857142857142,14.0,0.21428571428571427,14.0,-0.14285714285714285,0,0,-1.0265186621478888
drivers,2022-03,12,27,0,3.91159236785138,3.849728625686375,0.5416666666666667,0.0,12.0,0.25,12.0,-0.25,0,0,-1.0265186621478888
drivers,2022-04,19,28,0,3.91159236785138,3.8848514249889377,0.5263157894736843,0.10526315789473684,19.0,0.15789473684210525,19.0,-0.05263157894736842,0,0,-1.0265186621478888
drivers,2022-05,17,29,0,3.91159236785138,3.887869238742986,0.5294117647058824,0.11764705882352941,17.0,0.0,17.0,0.11764705882352941,0,0,-1.0265186621478888
drivers,2022-06,24,30,0,3.91159236785138,3.9628292782143575,0.5208333333333334,0.125,24.0,0.125,24.0,0.0,0,0,-1.0265186621478888
drivers,2022-07,16,31,0,3.91159236785138,3.9637696384892678,0.53125,0.0,16.0,0.125,16.0,-0.125,0,0,-1.0265186621478888
drivers,2022-08,14,32,0,3.91159236785138,3.8654498195191835,0.5357142857142856,0.0,14.0,0.0,14.0,0.0,0,0,-1.0265186621478888
drivers,2022-09,19,33,0,3.91159236785138,3.9574360060513594,0.5263157894736842,0.05263157894736842,19.0,0.10526315789473684,19.0,-0.05263157894736842,0,0,-1.0265186621478888
drivers,2022-10,17,34,0,3.91159236785138,3.8013799800240493,0.5294117647058824,0.11764705882352941,17.0,0.17647058823529413,17.0,-0.05882352941176472,0,0,-1.0265186621478888
drivers,2022-11,16,35,0,3.91159236785138,3.813523361296702,0.53125,0.25,16.0,0.1875,16.0,0.0625,0,0,-1.0265186621478888
drivers,2022-12,16,36,0,3.91159236785138,3.9810222443125496,0.53125,0.0625,16.0,0.0,16.0,0.0625,1,0,0.9169805168197676
drivers,2023-01,13,37,0,3.91159236785138,3.9379636588279605,0.5384615384615384,0.07692307692307693,13.0,0.15384615384615385,13.0,-0.07692307692307693,1,0,1.0695356832578977
drivers,2023-02,23,38,0,3.91159236785138,3.923340704953112,0.5217391304347827,0.17391304347826086,23.0,0.08695652173913043,23.0,0.08695652173913043,1,0,1.0907751740780631
drivers,2023-03,19,39,0,3.91159236785138,3.992110343300265,0.5263157894736843,0.3157894736842105,19.0,0.2631578947368421,19.0,0.05263157894736842,1,0,1.1046366938343386
drivers,2023-04,15,40,0,3.91159236785138,3.8240312607787774,0.5333333333333333,0.13333333333333333,15.0,0.2,15.0,-0.06666666666666668,1,0,1.1241669951686228
drivers,2023-05,16,41,0,3.91159236785138,3.884155972423396,0.53125,0.0625,16.0,0.125,16.0,-0.0625,1,0,1.1129732943112054
drivers,2023-06,15,42,0,3.91159236785138,3.7945853773204794,0.5333333333333333,0.13333333333333333,15.0,0.13333333333333333,15.0,0.0,1,0,1.0867814541979803
drivers,2023-07,17,43,0,3.91159236785138,3.9552866440140177,0.5294117647058822,0.17647058823529413,17.0,0.17647058823529413,17.0,0.0,1,0,0.9898725818734395
drivers,2023-08,16,44,0,3.91159236785138,3.8463987774209136,0.53125,0.0,16.0,0.0625,16.0,-0.0625,1,0,0.9253188388760717
drivers,2023-09,16,45,0,3.91159236785138,3.7878369463018027,0.53125,0.0,16.0,0.0625,16.0,-0.0625,1,0,0.9335644841020355
drivers,2023-10,16,46,0,3.91159236785138,3.7788157148123362,0.53125,0.0,16.0,0.125,16.0,-0.125,1,0,0.9365620085004364
drivers,2023-11,13,47,0,3.91159236785138,3.7704328390555455,0.5384615384615384,0.23076923076923078,13.0,0.07692307692307693,13.0,0.15384615384615385,1,0,0.9443248097036234
drivers,2023-12,12,48,0,3.91159236785138,3.9317813776270314,0.5416666666666666,0.16666666666666666,12.0,0.16666666666666666,12.0,0.0,1,0,0.931478609386297
drivers,2024-01,16,49,0,3.91159236785138,3.6438182448229495,0.53125,0.0625,16.0,0.0625,16.0,0.0,1,0,0.9552453601877259
drivers,2024-02,11,50,0,3.91159236785138,3.725769454716084,0.5454545454545454,0.18181818181818182,11.0,0.18181818181818182,11.0,0.0,1,0,0.9512597482887946
drivers,2024-03,15,51,0,3.91159236785138,3.8101360481072057,0.5333333333333333,0.06666666666666667,15.0,0.13333333333333333,15.0,-0.06666666666666667,1,0,0.9241037505892032
drivers,2024-04,11,52,0,3.91159236785138,4.011819148940021,0.5454545454545454,0.0,11.0,0.09090909090909091,11.0,-0.09090909090909091,1,0,0.893771288491975
drivers,2024-05,11,53,0,3.91159236785138,3.6519332608358965,0.5454545454545454,0.09090909090909091,11.0,0.09090909090909091,11.0,0.0,1,0,0.9001548162587621
drivers,2024-06,4,54,0,3.91159236785138,3.8803115064778,0.625,0.0,4.0,0.0,4.0,0.0,1,0,0.9105996096502342
drivers,2024-07,11,55,0,3.91159236785138,3.868945781960498,0.5454545454545454,0.0,11.0,0.09090909090909091,11.0,-0.09090909090909091,1,0,0.8185696544784788
drivers,2024-08,7,56,0,3.91159236785138,3.6392937423837313,0.5714285714285713,0.0,7.0,0.2857142857142857,7.0,-0.2857142857142857,1,0,0.7943736899120964
drivers,2024-09,8,57,0,3.91159236785138,3.9845255169898723,0.5625,0.125,8.0,0.125,8.0,0.0,1,0,0.8537876941417065
drivers,2024-10,10,58,0,3.91159236785138,4.005904909299656,0.55,0.0,10.0,0.2,10.0,-0.2,1,0,0.9025263082320198
drivers,2024-11,8,59,0,3.91159236785138,3.9276391893922837,0.5625,0.0,8.0,0.0,8.0,0.0,1,0,0.9175319513804596
drivers,2024-12,12,60,0,3.91159236785138,3.8396093778323146,0.5416666666666666,0.25,12.0,0.08333333333333333,12.0,0.16666666666666669,1,0,0.9087605063697853
drivers,2025-01,20,61,0,3.91159236785138,3.8069917430601983,0.525,0.2,20.0,0.2,20.0,0.0,1,0,0.9618948738827183
drivers,2025-02,16,62,0,3.91159236785138,3.9536122380418313,0.53125,0.1875,16.0,0.125,16.0,0.0625,1,0,0.9649936190048208
drivers,2025-03,10,63,0,3.91159236785138,3.8446577635606403,0.55,0.1,10.0,0.1,10.0,0.0,1,0,0.9784754355606526
drivers,2025-04,10,64,0,3.91159236785138,3.9152730522159516,0.55,0.0,10.0,0.0,10.0,0.0,1,0,1.0402353442258345
drivers,2025-05,9,65,0,3.91159236785138,3.9004802930600846,0.5555555555555556,0.0,9.0,0.0,9.0,0.0,1,0,0.9513853406830685
drivers,2025-06,4,66,0,3.91159236785138,3.8152442291951356,0.625,0.25,4.0,0.25,4.0,0.0,1,0,1.058190044052818
drivers,2025-07,4,67,0,3.91159236785138,3.8140291704466476,0.625,0.0,4.0,0.25,4.0,-0.25,1,0,0.9884341600286033
drivers,2025-08,9,68,0,3.91159236785138,3.8747389261537992,0.5555555555555556,0.1111111111111111,9.0,0.2222222222222222,9.0,-0.1111111111111111,1,0,1.0250208709494477
drivers,2025-09,6,69,0,3.91159236785138,3.6669421800772155,0.5833333333333334,0.0,6.0,0.16666666666666666,6.0,-0.16666666666666666,1,0,1.0338027031579542
drivers,2025-10,8,70,0,3.91159236785138,3.88880868220425,0.5625,0.0,8.0,0.25,8.0,-0.25,1,0,1.0313242330467107
drivers,2025-11,5,71,0,3.91159236785138,3.559078377560612,0.6,0.2,5.0,0.4,5.0,-0.2,1,0,1.0094705048817594
drivers,2025-12,6,72,0,3.91159236785138,3.7578955161020016,0.5833333333333334,0.0,6.0,,0.0,,1,0,0.9872705236107
ethernet,2020-01,8,1,0,3.9877750919965154,3.7459325779097483,0.5625,0.125,8.0,0.25,8.0,-0.125,0,0,-1.0265186621478888
ethernet,2020-02,6,2,0,3.9877750919965154,4.022241196712534,0.5833333333333334,0.3333333333333333,6.0,0.0,6.0,0.3333333333333333,0,0,-1.0265186621478888
ethernet,2020-03,9,3,0,3.9877750919965154,3.8951366372809852,0.5555555555555556,0.2222222222222222,9.0,0.2222222222222222,9.0,0.0,0,0,-1.0265186621478888
ethernet,2020-04,11,4,0,3.9877750919965154,3.9099025900247755,0.5454545454545454,0.0,11.0,0.09090909090909091,11.0,-0.09090909090909091,0,0,-1.0265186621478888
ethernet,2020-05,19,5,0,3.9877750919965154,3.9739507889100953,0.5263157894736842,0.15789473684210525,19.0,0.15789473684210525,19.0,0.0,0,0,-1.0265186621478888
ethernet,2020-06,5,6,0,3.9877750919965154,3.8273139513622327,0.6,0.2,5.0,0.0,5.0,0.2,0,0,-1.0265186621478888
ethernet,2020-07,9,7,0,3.9877750919965154,4.062471405152543,0.5555555555555556,0.2222222222222222,9.0,0.2222222222222222,9.0,0.0,0,0,-1.0265186621478888
ethernet,2020-08,9,8,0,3.9877750919965154,3.9679514627758894,0.5555555555555556,0.0,9.0,0.0,9.0,0.0,0,0,-1.0265186621478888
ethernet,2020-09,20,9,0,3.9877750919965154,4.037492563439497,0.525,0.2,20.0,0.25,20.0,-0.04999999999999999,0,0,-1.0265186621478888
ethernet,2020-10,20,10,0,3.9877750919965154,3.9666271766936303,0.525,0.1,20.0,0.2,20.0,-0.1,0,0,-1.0265186621478888
ethernet,2020-11,16,11,0,3.9877750919965154,3.971157321254445,0.53125,0.0625,16.0,0.0625,16.0,0.0,0,0,-1.0265186621478888
ethernet,2020-12,12,12,0,3.9877750919965154,3.9298847333344504,0.5416666666666667,0.0,12.0,0.0,12.0,0.0,0,0,-1.0265186621478888
ethernet,2021-01,18,13,0,3.9877750919965154,4.095449157550764,0.5277777777777779,0.1111111111111111,18.0,0.2222222222222222,18.0,-0.1111111111111111,0,0,-1.0265186621478888
ethernet,2021-02,15,14,0,3.9877750919965154,4.099214000783778,0.5333333333333333,0.06666666666666667,15.0,0.0,15.0,0.06666666666666667,0,0,-1.0265186621478888
ethernet,2021-03,8,15,0,3.9877750919965154,3.896222394318884,0.5625,0.0,8.0,0.25,8.0,-0.25,0,0,-1.0265186621478888
ethernet,2021-04,11,16,0,3.9877750919965154,4.0894317209054245,0.5454545454545454,0.0,11.0,0.2727272727272727,11.0,-0.2727272727272727,0,0,-1.0265186621478888
ethernet,2021-05,13,17,0,3.9877750919965154,4.190809464383441,0.5384615384615384,0.15384615384615385,13.0,0.07692307692307693,13.0,0.07692307692307693,0,0,-1.0265186621478888
ethernet,2021-06,12,18,0,3.9877750919965154,3.9402426047135357,0.5416666666666667,0.25,12.0,0.0,12.0,0.25,0,0,-1.0265186621478888
ethernet,2021-07,7,19,0,3.9877750919965154,4.049463281746231,0.5714285714285713,0.2857142857142857,7.0,0.2857142857142857,7.0,0.0,0,0,-1.0265186621478888
ethernet,2021-08,6,20,0,3.9877750919965154,3.7118834822502684,0.5833333333333334,0.0,6.0,0.0,6.0,0.0,0,0,-1.0265186621478888
ethernet,2021-09,13,21,0,3.9877750919965154,3.9620422098191543,0.5384615384615384,0.0,13.0,0.0,13.0,0.0,0,0,-1.0265186621478888
ethernet,2021-10,6,22,0,3.9877750919965154,3.969866612786538,0.5833333333333334,0.0,6.0,0.3333333333333333,6.0,-0.3333333333333333,0,0,-1.0265186621478888
ethernet,2021-11,6,23,0,3.9877750919965154,4.071967327287342,0.5833333333333334,0.0,6.0,0.0,6.0,0.0,0,0,-1.0265186621478888
ethernet,2021-12,11,24,0,3.9877750919965154,3.811908642517943,0.5454545454545454,0.09090909090909091,11.0,0.18181818181818182,11.0,-0.09090909090909091,0,0,-1.0265186621478888
ethernet,2022-01,9,25,0,3.9877750919965154,3.9707540605817857,0.5555555555555556,0.2222222222222222,9.0,0.0,9.0,0.2222222222222222,0,0,-1.0265186621478888
ethernet,2022-02,4,26,0,3.9877750919965154,4.129765499284293,0.625,0.5,4.0,0.5,4.0,0.0,0,0,-1.0265186621478888
ethernet,2022-03,6,27,0,3.9877750919965154,4.16736766620237,0.5833333333333334,0.16666666666666666,6.0,0.5,6.0,-0.33333333333333337,0,0,-1.0265186621478888
ethernet,2022-04,8,28,0,3.9877750919965154,3.946602611677841,0.5625,0.0,8.0,0.0,8.0,0.0,0,0,-1.0265186621478888
ethernet,2022-05,6,29,0,3.9877750919965154,4.02805335797248,0.5833333333333334,0.5,6.0,0.5,6.0,0.0,0,0,-1.0265186621478888
ethernet,2022-06,3,30,0,3.9877750919965154,4.195121007451948,0.6666666666666666,0.0,3.0,0.0,3.0,0.0,0,0,-1.0265186621478888
ethernet,2022-07,10,31,0,3.9877750919965154,3.962645759987738,0.55,0.2,10.0,0.1,10.0,0.1,0,0,-1.0265186621478888
ethernet,2022-08,8,32,0,3.9877750919965154,4.072371059659162,0.5625,0.25,8.0,0.0,8.0,0.25,0,0,-1.0265186621478888
ethernet,2022-09,9,33,0,3.9877750919965154,3.919618023743311,0.5555555555555556,0.2222222222222222,9.0,0.2222222222222222,9.0,0.0,0,0,-1.0265186621478888
ethernet,2022-10,8,34,0,3.9877750919965154,3.8280392707930804,0.5625,0.125,8.0,0.0,8.0,0.125,0,0,-1.0265186621478888
ethernet,2022-11,11,35,0,3.9877750919965154,4.064871587780337,0.5454545454545454,0.09090909090909091,11.0,0.18181818181818182,11.0,-0.09090909090909091,0,0,-1.0265186621478888
ethernet,2022-12,7,36,0,3.9877750919965154,3.8411669099951102,0.5714285714285713,0.0,7.0,0.2857142857142857,7.0,-0.2857142857142857,1,0,0.9169805168197676
ethernet,2023-01,13,37,0,3.9877750919965154,3.939195623486436,0.5384615384615384,0.0,13.0,0.07692307692307693,13.0,-0.07692307692307693,1,0,1.0695356832578977
ethernet,2023-02,4,38,0,3.9877750919965154,4.190779816679779,0.625,0.0,4.0,0.25,4.0,-0.25,1,0,1.0907751740780631
ethernet,2023-03,11,39,0,3.9877750919965154,3.922268156899626,0.5454545454545454,0.2727272727272727,11.0,0.2727272727272727,11.0,0.0,1,0,1.1046366938343386
ethernet,2023-04,11,40,0,3.9877750919965154,4.000929052985135,0.5454545454545454,0.0,11.0,0.09090909090909091,11.0,-0.09090909090909091,1,0,1.1241669951686228
ethernet,2023-05,8,41,0,3.9877750919965154,3.8806069545099846,0.5625,0.125,8.0,0.125,8.0,0.0,1,0,1.1129732943112054
ethernet,2023-06,5,42,0,3.9877750919965154,3.9649605975331523,0.6,0.2,5.0,0.4,5.0,-0.2,1,0,1.0867814541979803
ethernet,2023-07,12,43,0,3.9877750919965154,3.9419879293247013,0.5416666666666666,0.08333333333333333,12.0,0.3333333333333333,12.0,-0.25,1,0,0.9898725818734395
ethernet,2023-08,6,44,0,3.9877750919965154,4.041758490304249,0.5833333333333334,0.0,6.0,0.16666666666666666,6.0,-0.16666666666666666,1,0,0.9253188388760717
ethernet,2023-09,9,45,0,3.9877750919965154,3.877992646415124,0.5555555555555556,0.0,9.0,0.1111111111111111,9.0,-0.1111111111111111,1,0,0.9335644841020355
ethernet,2023-10,7,46,0,3.9877750919965154,3.954141538708224,0.5714285714285713,0.14285714285714285,7.0,0.14285714285714285,7.0,0.0,1,0,0.9365620085004364
ethernet,2023-11,8,47,0,3.9877750919965154,3.9182440683602255,0.5625,0.125,8.0,0.0,8.0,0.125,1,0,0.9443248097036234
ethernet,2023-12,13,48,0,3.9877750919965154,4.021742771798005,0.5384615384615384,0.23076923076923078,13.0,0.15384615384615385,13.0,0.07692307692307693,1,0,0.931478609386297
ethernet,2024-01,9,49,0,3.9877750919965154,3.8443215914225184,0.5555555555555556,0.1111111111111111,9.0,0.0,9.0,0.1111111111111111,1,0,0.9552453601877259
ethernet,2024-02,5,50,0,3.9877750919965154,4.054556303269733,0.6,0.0,5.0,0.2,5.0,-0.2,1,0,0.9512597482887946
ethernet,2024-03,6,51,0,3.9877750919965154,3.96194082647691,0.5833333333333334,0.16666666666666666,6.0,0.3333333333333333,6.0,-0.16666666666666666,1,0,0.9241037505892032
ethernet,2024-04,1,52,0,3.9877750919965154,3.806291289925187,1.0,0.0,1.0,1.0,1.0,-1.0,1,0,0.893771288491975
ethernet,2024-05,11,53,0,3.9877750919965154,3.91965146360341,0.5454545454545454,0.0,11.0,0.0,11.0,0.0,1,0,0.9001548162587621
ethernet,2024-06,4,54,0,3.9877750919965154,3.979288201825367,0.625,0.0,4.0,0.25,4.0,-0.25,1,0,0.9105996096502342
ethernet,2024-07,4,55,0,3.9877750919965154,4.038637316064654,0.625,0.0,4.0,0.25,4.0,-0.25,1,0,0.8185696544784788
ethernet,2024-08,6,56,0,3.9877750919965154,3.995465038636793,0.5833333333333334,0.0,6.0,0.16666666666666666,6.0,-0.16666666666666666,1,0,0.7943736899120964
ethernet,2024-09,6,57,0,3.9877750919965154,3.9950207258551242,0.5833333333333334,0.0,6.0,0.0,6.0,0.0,1,0,0.8537876941417065
ethernet,2024-10,4,58,0,3.9877750919965154,3.911165522265776,0.625,0.5,4.0,0.5,4.0,0.0,1,0,0.9025263082320198
ethernet,2024-11,4,59,0,3.9877750919965154,4.2708972654848605,0.625,0.25,4.0,0.0,4.0,0.25,1,0,0.9175319513804596
ethernet,2024-12,5,60,0,3.9877750919965154,4.039146967721974,0.6,0.2,5.0,0.0,5.0,0.2,1,0,0.9087605063697853
ethernet,2025-01,2,61,0,3.9877750919965154,3.861685019480774,0.75,0.0,2.0,0.0,2.0,0.0,1,0,0.9618948738827183
ethernet,2025-02,1,62,0,3.9877750919965154,3.861740932603831,1.0,0.0,1.0,0.0,1.0,0.0,1,0,0.9649936190048208
ethernet,2025-03,5,63,0,3.9877750919965154,4.159523878426098,0.6,0.4,5.0,0.0,5.0,0.4,1,0,0.9784754355606526
ethernet,2025-04,1,64,0,3.9877750919965154,4.175089451539133,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1.0402353442258345
ethernet,2025-05,3,65,0,3.9877750919965154,3.918960429990085,0.6666666666666666,0.0,3.0,0.3333333333333333,3.0,-0.3333333333333333,1,0,0.9513853406830685
ethernet,2025-06,4,66,0,3.9877750919965154,3.863220671823662,0.625,0.25,4.0,0.25,4.0,0.0,1,0,1.058190044052818
ethernet,2025-07,1,67,0,3.9877750919965154,3.9330056889709972,1.0,0.0,1.0,0.0,1.0,0.0,1,0,0.9884341600286033
ethernet,2025-08,5,68,0,3.9877750919965154,3.877767036267545,0.6000000000000001,0.2,5.0,0.2,5.0,0.0,1,0,1.0250208709494477
ethernet,2025-09,1,69,0,3.9877750919965154,3.765304460284878,1.0,1.0,1.0,0.0,1.0,1.0,1,0,1.0338027031579542
ethernet,2025-10,3,70,0,3.9877750919965154,3.569335315511399,0.6666666666666666,0.0,3.0,0.3333333333333333,3.0,-0.3333333333333333,1,0,1.0313242330467107
ethernet,2025-11,2,71,0,3.9877750919965154,3.983235536297264,0.75,0.0,2.0,0.5,2.0,-0.5,1,0,1.0094705048817594
ethernet,2025-12,1,72,0,3.9877750919965154,4.187047994548198,1.0,0.0,1.0,,0.0,,1,0,0.9872705236107
filesystems,2020-01,12,1,0,4.035989177049471,4.098930780932648,0.5416666666666667,0.16666666666666666,12.0,0.16666666666666666,12.0,0.0,0,0,-1.0265186621478888
filesystems,2020-02,7,2,0,4.035989177049471,4.196665698960002,0.5714285714285713,0.2857142857142857,7.0,0.14285714285714285,7.0,0.14285714285714285,0,0,-1.0265186621478888
filesystems,2020-03,10,3,0,4.035989177049471,4.018492849374249,0.55,0.3,10.0,0.1,10.0,0.19999999999999998,0,0,-1.0265186621478888
filesystems,2020-04,12,4,0,4.035989177049471,4.11617129030082,0.5416666666666667,0.16666666666666666,12.0,0.0,12.0,0.16666666666666666,0,0,-1.0265186621478888
filesystems,2020-05,9,5,0,4.035989177049471,4.0405755086047845,0.5555555555555556,0.4444444444444444,9.0,0.1111111111111111,9.0,0.3333333333333333,0,0,-1.0265186621478888
filesystems,2020-06,14,6,0,4.035989177049471,4.078594660030114,0.5357142857142857,0.14285714285714285,14.0,0.14285714285714285,14.0,0.0,0,0,-1.0265186621478888
filesystems,2020-07,12,7,0,4.035989177049471,4.2047823198928755,0.5416666666666667,0.08333333333333333,12.0,0.08333333333333333,12.0,0.0,0,0,-1.0265186621478888
