tag,month_id,exposure_index,exposure_group,exposure_rank,n_questions,accepted_rate,mean_answer_count,mean_score,mean_log_views,mean_log_answers,routine_keyword_share,post_chatgpt,log_questions,time_index,time_post,month_order,exposure_post
docker,2022-10,-0.9871119057487143,Low Exposure,17,1488,0.26948924731182794,0.6182795698924731,0.30913978494623656,4.669496647814644,0.40215115196189327,0.31586021505376344,0,7.305860032684009,22,0,2022-10,-0.0
docker,2022-11,-0.9871119057487143,Low Exposure,17,1536,0.23763020833333334,0.6263020833333334,0.275390625,4.431387908778313,0.40627274562501087,0.3131510416666667,0,7.337587743538596,23,0,2022-11,-0.0
docker,2022-12,-0.9871119057487143,Low Exposure,17,1391,0.2293314162473041,0.616822429906542,0.3191948238677211,4.386846155403403,0.3970214462812809,0.3098490294751977,1,7.238496840894365,24,1,2022-12,-0.9871119057487143
docker,2023-01,-0.9871119057487143,Low Exposure,17,1458,0.24417009602194786,0.6042524005486969,0.25377229080932784,3.976051077218025,0.39050370340898277,0.29766803840877915,1,7.285506548522785,25,2,2023-01,-0.9871119057487143
docker,2023-02,-0.9871119057487143,Low Exposure,17,1497,0.1623246492985972,0.46559786239144957,0.020708082832331328,3.434172859611846,0.30291598485036186,0.321309285237141,1,7.311886164077165,26,3,2023-02,-0.9871119057487143
docker,2023-03,-0.9871119057487143,Low Exposure,17,204,0.06862745098039216,0.31862745098039214,-0.049019607843137254,2.7798195567958164,0.21463752652418108,0.2696078431372549,1,5.3230099791384085,27,4,2023-03,-0.9871119057487143
entity-framework,2021-01,-0.854882259437004,Low Exposure,16,319,0.5172413793103449,1.1630094043887147,0.45768025078369906,5.354308578943549,0.7127131406564773,0.45141065830721006,0,5.768320995793772,1,0,2021-01,-0.0
entity-framework,2021-02,-0.854882259437004,Low Exposure,16,256,0.51171875,1.16796875,0.33984375,5.206254489426902,0.6991727007682327,0.3984375,0,5.54907608489522,2,0,2021-02,-0.0
entity-framework,2021-03,-0.854882259437004,Low Exposure,16,316,0.4651898734177215,1.0506329113924051,0.379746835443038,5.19676782016422,0.653839216625813,0.37341772151898733,0,5.75890177387728,3,0,2021-03,-0.0
entity-framework,2021-04,-0.854882259437004,Low Exposure,16,258,0.3875968992248062,0.8953488372093024,0.2596899224806202,5.044712513366123,0.5598387992554957,0.4186046511627907,0,5.556828061699537,4,0,2021-04,-0.0
entity-framework,2021-05,-0.854882259437004,Low Exposure,16,237,0.4388185654008439,1.0421940928270041,0.43037974683544306,5.259411001553256,0.6431070814390145,0.45147679324894513,0,5.472270673671475,5,0,2021-05,-0.0
entity-framework,2021-06,-0.854882259437004,Low Exposure,16,258,0.3682170542635659,0.9767441860465116,0.313953488372093,5.188962705540197,0.6028290450009954,0.41472868217054265,0,5.556828061699537,6,0,2021-06,-0.0
entity-framework,2021-07,-0.854882259437004,Low Exposure,16,225,0.4577777777777778,1.0666666666666667,0.2311111111111111,5.136319827156537,0.6501287104058462,0.49333333333333335,0,5.420534999272286,7,0,2021-07,-0.0
entity-framework,2021-08,-0.854882259437004,Low Exposure,16,234,0.45726495726495725,1.0854700854700854,0.37606837606837606,5.1580125431514245,0.663080325411622,0.33760683760683763,0,5.459585514144159,8,0,2021-08,-0.0
entity-framework,2021-09,-0.854882259437004,Low Exposure,16,209,0.40669856459330145,1.0861244019138756,0.5119617224880383,5.207863259073929,0.6668151430912147,0.4688995215311005,0,5.3471075307174685,9,0,2021-09,-0.0
entity-framework,2021-10,-0.854882259437004,Low Exposure,16,220,0.4409090909090909,1.0136363636363637,0.2727272727272727,5.070734525565902,0.6304890244076128,0.41363636363636364,0,5.3981627015177525,10,0,2021-10,-0.0
entity-framework,2021-11,-0.854882259437004,Low Exposure,16,231,0.4805194805194805,1.121212121212121,0.42424242424242425,5.255030297512564,0.671934604890999,0.42424242424242425,0,5.44673737166631,11,0,2021-11,-0.0
entity-framework,2021-12,-0.854882259437004,Low Exposure,16,215,0.3813953488372093,1.0604651162790697,0.37209302325581395,5.247824175329087,0.6548388499922057,0.4372093023255814,0,5.375278407684165,12,0,2021-12,-0.0
entity-framework,2022-01,-0.854882259437004,Low Exposure,16,238,0.41596638655462187,1.0336134453781514,0.453781512605042,5.478534805581557,0.6228784567129757,0.4579831932773109,0,5.476463551931511,13,0,2022-01,-0.0
entity-framework,2022-02,-0.854882259437004,Low Exposure,16,206,0.36893203883495146,0.912621359223301,0.3446601941747573,5.286817498317522,0.5578623058393798,0.4368932038834951,0,5.332718793265369,14,0,2022-02,-0.0
entity-framework,2022-03,-0.854882259437004,Low Exposure,16,274,0.33941605839416056,0.8686131386861314,0.20437956204379562,5.104487110177293,0.5305822845977707,0.42700729927007297,0,5.616771097666572,15,0,2022-03,-0.0
entity-framework,2022-04,-0.854882259437004,Low Exposure,16,262,0.3549618320610687,0.8244274809160306,0.20610687022900764,4.846399034304829,0.5208413821175166,0.4580152671755725,0,5.572154032177765,16,0,2022-04,-0.0
entity-framework,2022-05,-0.854882259437004,Low Exposure,16,228,0.2412280701754386,0.7149122807017544,0.23684210526315788,4.729846827982751,0.4494854352367266,0.4868421052631579,0,5.43372200355424,17,0,2022-05,-0.0
entity-framework,2022-06,-0.854882259437004,Low Exposure,16,278,0.2446043165467626,0.6798561151079137,0.26618705035971224,4.6026951185120515,0.43332666347982657,0.43884892086330934,0,5.631211781821365,18,0,2022-06,-0.0
entity-framework,2022-07,-0.854882259437004,Low Exposure,16,239,0.3389121338912134,0.799163179916318,0.33472803347280333,4.615077785286832,0.5022883883652095,0.39330543933054396,0,5.480638923341991,19,0,2022-07,-0.0
entity-framework,2022-08,-0.854882259437004,Low Exposure,16,278,0.29856115107913667,0.7086330935251799,0.32014388489208634,4.564229132878039,0.4534608125647855,0.4568345323741007,0,5.631211781821365,20,0,2022-08,-0.0
entity-framework,2022-09,-0.854882259437004,Low Exposure,16,233,0.34334763948497854,0.8497854077253219,0.24892703862660945,4.446842342383177,0.5378405266579889,0.4034334763948498,0,5.455321115357702,21,0,2022-09,-0.0
entity-framework,2022-10,-0.854882259437004,Low Exposure,16,249,0.27710843373493976,0.7670682730923695,0.1927710843373494,4.248025363934195,0.48773350080483346,0.4899598393574297,0,5.521460917862246,22,0,2022-10,-0.0
entity-framework,2022-11,-0.854882259437004,Low Exposure,16,253,0.3241106719367589,0.7509881422924901,0.22529644268774704,4.0793534328987375,0.4793016606466781,0.4268774703557312,0,5.537334267018537,23,0,2022-11,-0.0
entity-framework,2022-12,-0.854882259437004,Low Exposure,16,212,0.3018867924528302,0.75,0.21226415094339623,3.976310934376835,0.4703892124138323,0.4009433962264151,1,5.3612921657094255,24,1,2022-12,-0.854882259437004
entity-framework,2023-01,-0.854882259437004,Low Exposure,16,226,0.3185840707964602,0.7654867256637168,0.2079646017699115,3.7680964496544287,0.4813569508563299,0.4336283185840708,1,5.424950017481403,25,2,2023-01,-0.854882259437004
entity-framework,2023-02,-0.854882259437004,Low Exposure,16,198,0.20707070707070707,0.5303030303030303,0.050505050505050504,3.503092787903388,0.33818760341030946,0.43434343434343436,1,5.293304824724492,26,3,2023-02,-0.854882259437004
entity-framework,2023-03,-0.854882259437004,Low Exposure,16,37,0.13513513513513514,0.5405405405405406,0.16216216216216217,2.961356710984991,0.35912376935933366,0.3783783783783784,1,3.6375861597263857,27,4,2023-03,-0.854882259437004
excel-formula,2021-01,0.3743766322792389,High Exposure,6,239,0.4769874476987448,1.2217573221757323,0.0794979079497908,4.659816191360658,0.7237031889259125,0.5857740585774058,0,5.480638923341991,1,0,2021-01,0.0
excel-formula,2021-02,0.3743766322792389,High Exposure,6,211,0.4834123222748815,1.2037914691943128,0.12796208530805686,4.542871414573725,0.727371076343953,0.6729857819905213,0,5.356586274672012,2,0,2021-02,0.0
excel-formula,2021-03,0.3743766322792389,High Exposure,6,240,0.475,1.3041666666666667,0.07916666666666666,4.538730223728595,0.7600974629857524,0.6791666666666667,0,5.484796933490655,3,0,2021-03,0.0
excel-formula,2021-04,0.3743766322792389,High Exposure,6,174,0.5287356321839081,1.2011494252873562,0.13793103448275862,4.4349993637020955,0.7188643974332095,0.6379310344827587,0,5.1647859739235145,4,0,2021-04,0.0
excel-formula,2021-05,0.3743766322792389,High Exposure,6,178,0.4943820224719101,1.2921348314606742,0.056179775280898875,4.5890521810604685,0.7799364845073077,0.6123595505617978,0,5.187385805840755,5,0,2021-05,0.0
excel-formula,2021-06,0.3743766322792389,High Exposure,6,208,0.5096153846153846,1.3413461538461537,0.16826923076923078,4.611414405149421,0.7908164397585428,0.5817307692307693,0,5.342334251964811,6,0,2021-06,0.0
excel-formula,2021-07,0.3743766322792389,High Exposure,6,221,0.46153846153846156,1.3619909502262444,0.27601809954751133,4.746697724176816,0.8115204292035569,0.6787330316742082,0,5.402677381872279,7,0,2021-07,0.0
excel-formula,2021-08,0.3743766322792389,High Exposure,6,219,0.547945205479452,1.3105022831050228,0.2374429223744292,4.554816834888717,0.7843539354747292,0.6027397260273972,0,5.393627546352362,8,0,2021-08,0.0
excel-formula,2021-09,0.3743766322792389,High Exposure,6,203,0.4729064039408867,1.2266009852216748,0.11822660098522167,4.565344864888914,0.7389021610136739,0.6403940886699507,0,5.318119993844216,9,0,2021-09,0.0
excel-formula,2021-10,0.3743766322792389,High Exposure,6,184,0.42934782608695654,1.3478260869565217,0.10869565217391304,4.6699186416803435,0.7764724065401296,0.657608695652174,0,5.220355825078324,10,0,2021-10,0.0
excel-formula,2021-11,0.3743766322792389,High Exposure,6,212,0.4481132075471698,1.169811320754717,0.07547169811320754,4.520720494576563,0.699210614045706,0.6226415094339622,0,5.3612921657094255,11,0,2021-11,0.0
excel-formula,2021-12,0.3743766322792389,High Exposure,6,159,0.44025157232704404,1.1761006289308176,0.1509433962264151,4.383365009905519,0.7238406449879712,0.5849056603773585,0,5.075173815233827,12,0,2021-12,0.0
excel-formula,2022-01,0.3743766322792389,High Exposure,6,191,0.45549738219895286,1.1413612565445026,0.16230366492146597,4.5610463306601465,0.6957557366300093,0.6596858638743456,0,5.2574953720277815,13,0,2022-01,0.0
excel-formula,2022-02,0.3743766322792389,High Exposure,6,176,0.4943181818181818,1.1590909090909092,0.4659090909090909,4.774271875719817,0.6851549910849578,0.6022727272727273,0,5.176149732573829,14,0,2022-02,0.0
excel-formula,2022-03,0.3743766322792389,High Exposure,6,236,0.4110169491525424,0.9322033898305084,0.5169491525423728,4.682672391221081,0.573619713331016,0.5720338983050848,0,5.4680601411351315,15,0,2022-03,0.0
excel-formula,2022-04,0.3743766322792389,High Exposure,6,214,0.37850467289719625,1.0841121495327102,0.3317757009345794,4.505036183401544,0.6611958992938445,0.616822429906542,0,5.3706380281276624,16,0,2022-04,0.0
excel-formula,2022-05,0.3743766322792389,High Exposure,6,189,0.31746031746031744,1.08994708994709,0.21693121693121692,4.265991597457267,0.6501921115842435,0.5978835978835979,0,5.247024072160486,17,0,2022-05,0.0
excel-formula,2022-06,0.3743766322792389,High Exposure,6,231,0.38095238095238093,1.0303030303030303,0.05194805194805195,4.129627271754528,0.6124289065319724,0.6406926406926406,0,5.44673737166631,18,0,2022-06,0.0
excel-formula,2022-07,0.3743766322792389,High Exposure,6,234,0.3418803418803419,1.0085470085470085,0.2264957264957265,4.077855989182812,0.6216772819463608,0.6111111111111112,0,5.459585514144159,19,0,2022-07,0.0
excel-formula,2022-08,0.3743766322792389,High Exposure,6,286,0.43006993006993005,1.1048951048951048,0.1958041958041958,4.022173245933451,0.6692474701956587,0.6153846153846154,0,5.659482215759621,20,0,2022-08,0.0
excel-formula,2022-09,0.3743766322792389,High Exposure,6,229,0.37554585152838427,0.9606986899563319,0.034934497816593885,3.8645372054957825,0.5823601652356215,0.611353711790393,0,5.438079308923196,21,0,2022-09,0.0
excel-formula,2022-10,0.3743766322792389,High Exposure,6,288,0.4479166666666667,1.1215277777777777,0.24305555555555555,4.003700453306699,0.6632822393098164,0.6770833333333334,0,5.666426688112432,22,0,2022-10,0.0
excel-formula,2022-11,0.3743766322792389,High Exposure,6,294,0.47959183673469385,1.1156462585034013,0.22789115646258504,3.77695140155069,0.6596698219056639,0.5986394557823129,0,5.68697535633982,23,0,2022-11,0.0
excel-formula,2022-12,0.3743766322792389,High Exposure,6,251,0.3784860557768924,1.1035856573705178,0.2868525896414343,3.748219480485631,0.6565290659316632,0.6533864541832669,1,5.529429087511423,24,1,2022-12,0.3743766322792389
excel-formula,2023-01,0.3743766322792389,High Exposure,6,277,0.4657039711191336,1.144404332129964,0.4584837545126354,3.757204112096184,0.6723922080129545,0.6353790613718412,1,5.627621113690637,25,2,2023-01,0.3743766322792389
excel-formula,2023-02,0.3743766322792389,High Exposure,6,285,0.312280701754386,1.0350877192982457,0.028070175438596492,3.540222248451637,0.6000119426219988,0.6491228070175439,1,5.655991810819852,26,3,2023-02,0.3743766322792389
excel-formula,2023-03,0.3743766322792389,High Exposure,6,44,0.29545454545454547,0.8636363636363636,0.0,3.292034275687529,0.5371061630353525,0.6818181818181818,1,3.8066624897703196,27,4,2023-03,0.3743766322792389
firebase,2021-01,-1.2702575421930977,Low Exposure,19,1589,0.43360604153555693,1.0837004405286343,0.7614852108244179,5.488349584910237,0.6609930203519208,0.43234738829452485,0,7.371489295214277,1,0,2021-01,-0.0
firebase,2021-02,-1.2702575421930977,Low Exposure,19,1370,0.4299270072992701,1.0583941605839415,0.7927007299270074,5.504415901606117,0.6472431762162135,0.45182481751824816,0,7.223295679562314,2,0,2021-02,-0.0
firebase,2021-03,-1.2702575421930977,Low Exposure,19,1725,0.4371014492753623,1.0342028985507246,0.768695652173913,5.339186876748763,0.6397384994634373,0.43478260869565216,0,7.453561871643373,3,0,2021-03,-0.0
firebase,2021-04,-1.2702575421930977,Low Exposure,19,1620,0.4388888888888889,1.054320987654321,0.5679012345679012,5.333103772491056,0.6533802110878796,0.45123456790123456,0,7.390798521735676,4,0,2021-04,-0.0
firebase,2021-05,-1.2702575421930977,Low Exposure,19,1670,0.4431137724550898,1.0640718562874252,0.6724550898203593,5.326591300400214,0.6561443742087327,0.4604790419161677,0,7.421177528595393,5,0,2021-05,-0.0
firebase,2021-06,-1.2702575421930977,Low Exposure,19,1526,0.40956749672346004,1.0766710353866318,0.6939711664482306,5.378864117742663,0.659193569932247,0.43774574049803405,0,7.3310603052186325,6,0,2021-06,-0.0
firebase,2021-07,-1.2702575421930977,Low Exposure,19,1424,0.45575842696629215,1.0259831460674158,0.5990168539325843,5.406457542011193,0.6441223352727412,0.4339887640449438,0,7.261927092702751,7,0,2021-07,-0.0
firebase,2021-08,-1.2702575421930977,Low Exposure,19,1352,0.4896449704142012,1.0850591715976332,0.7381656804733728,5.425180189002563,0.6669581675905466,0.46005917159763315,0,7.210079628170788,8,0,2021-08,-0.0
firebase,2021-09,-1.2702575421930977,Low Exposure,19,1390,0.479136690647482,1.0920863309352518,0.8661870503597122,5.53608972623594,0.6758776771094278,0.45179856115107914,0,7.237778191923443,9,0,2021-09,-0.0
firebase,2021-10,-1.2702575421930977,Low Exposure,19,1268,0.45347003154574134,1.0173501577287065,0.6742902208201893,5.3889721528032,0.6364680063987342,0.4479495268138801,0,7.1459844677143876,10,0,2021-10,-0.0
firebase,2021-11,-1.2702575421930977,Low Exposure,19,1260,0.430952380952381,0.9888888888888889,0.7761904761904762,5.439469635218266,0.6151535558711386,0.44047619047619047,0,7.13966033596492,11,0,2021-11,-0.0
firebase,2021-12,-1.2702575421930977,Low Exposure,19,1153,0.37294015611448394,0.9670424978317432,0.7597571552471812,5.3799789198332775,0.58780175260319,0.4562012142237641,0,7.050989447068045,12,0,2021-12,-0.0
firebase,2022-01,-1.2702575421930977,Low Exposure,19,1238,0.4176090468497577,1.0274636510500808,0.7520193861066236,5.491259632180387,0.6325670181796431,0.4305331179321486,0,7.122059881629142,13,0,2022-01,-0.0
firebase,2022-02,-1.2702575421930977,Low Exposure,19,1197,0.4118629908103592,0.9807852965747702,0.6733500417710944,5.472340175895241,0.6164010648063979,0.4603174603174603,0,7.088408778675395,14,0,2022-02,-0.0
firebase,2022-03,-1.2702575421930977,Low Exposure,19,1489,0.31229012760241776,0.8126259234385493,0.5842847548690396,5.172013821791217,0.5058614304340567,0.4526527871054399,0,7.306531398939505,15,0,2022-03,-0.0
firebase,2022-04,-1.2702575421930977,Low Exposure,19,1516,0.28562005277044855,0.7513192612137203,0.41688654353562005,4.962102582064361,0.47529301916476246,0.46701846965699206,0,7.324489979348532,16,0,2022-04,-0.0
firebase,2022-05,-1.2702575421930977,Low Exposure,19,1643,0.278149726110773,0.7461959829580036,0.5642118076688983,4.8557106274162605,0.4620195949392438,0.4650030432136336,0,7.404887575616125,17,0,2022-05,-0.0
firebase,2022-06,-1.2702575421930977,Low Exposure,19,1576,0.2893401015228426,0.751269035532995,0.4460659898477157,4.7780192709612415,0.47269955330439617,0.47017766497461927,0,7.3632795869630385,18,0,2022-06,-0.0
firebase,2022-07,-1.2702575421930977,Low Exposure,19,1476,0.28116531165311653,0.7710027100271003,0.43089430894308944,4.638227475385103,0.48324572503240526,0.4559620596205962,0,7.29776828253138,19,0,2022-07,-0.0
firebase,2022-08,-1.2702575421930977,Low Exposure,19,1547,0.29476405946994183,0.7472527472527473,0.36199095022624433,4.566086530541792,0.470518712329739,0.4563671622495152,0,7.344719054149673,20,0,2022-08,-0.0
firebase,2022-09,-1.2702575421930977,Low Exposure,19,1421,0.2920478536242083,0.7600281491907108,0.3574947220267417,4.473193713048247,0.48469957486739706,0.4616467276565799,0,7.259819610363186,21,0,2022-09,-0.0
firebase,2022-10,-1.2702575421930977,Low Exposure,19,1497,0.2712090848363393,0.717434869739479,0.37140948563794257,4.2634896194113905,0.4519506997455939,0.46559786239144957,0,7.311886164077165,22,0,2022-10,-0.0
firebase,2022-11,-1.2702575421930977,Low Exposure,19,1479,0.2772143340094659,0.6815415821501014,0.23799864773495605,4.027278221492195,0.4374940360655226,0.45977011494252873,0,7.299797366758161,23,0,2022-11,-0.0
firebase,2022-12,-1.2702575421930977,Low Exposure,19,1365,0.2578754578754579,0.7040293040293041,0.33772893772893775,3.952972253654827,0.4483906200749819,0.4666666666666667,1,7.2196420401307355,24,1,2022-12,-1.2702575421930977
firebase,2023-01,-1.2702575421930977,Low Exposure,19,1408,0.25,0.6732954545454546,0.23011363636363635,3.690753290012793,0.4324501153519821,0.46448863636363635,1,7.25063551189868,25,2,2023-01,-1.2702575421930977
firebase,2023-02,-1.2702575421930977,Low Exposure,19,1328,0.22213855421686746,0.6009036144578314,0.12198795180722892,3.3989451330039526,0.3919760224637721,0.42846385542168675,1,7.192182058713246,26,3,2023-02,-1.2702575421930977
firebase,2023-03,-1.2702575421930977,Low Exposure,19,195,0.09230769230769231,0.4153846153846154,-0.09743589743589744,2.8355891667953723,0.26666456192499616,0.4256410256410256,1,5.278114659230517,27,4,2023-03,-1.2702575421930977
hibernate,2021-01,-0.7689075379636955,Low Exposure,13,236,0.3940677966101695,1.0042372881355932,0.5932203389830508,5.633673482877648,0.6283252804187656,0.5042372881355932,0,5.4680601411351315,1,0,2021-01,-0.0
hibernate,2021-02,-0.7689075379636955,Low Exposure,13,269,0.3308550185873606,0.9182156133828996,0.6319702602230484,5.53967541926707,0.5903294736412804,0.38661710037174724,0,5.598421958998375,2,0,2021-02,-0.0
hibernate,2021-03,-0.7689075379636955,Low Exposure,13,290,0.4206896551724138,1.0482758620689656,0.5689655172413793,5.608919211583737,0.6544627932763603,0.4103448275862069,0,5.673323267171493,3,0,2021-03,-0.0
hibernate,2021-04,-0.7689075379636955,Low Exposure,13,298,0.3523489932885906,0.9563758389261745,0.47651006711409394,5.383402463001728,0.6021782494727661,0.4161073825503356,0,5.700443573390687,4,0,2021-04,-0.0
hibernate,2021-05,-0.7689075379636955,Low Exposure,13,262,0.3320610687022901,0.9809160305343512,0.5610687022900763,5.618748404651206,0.6173672246243076,0.46946564885496184,0,5.572154032177765,5,0,2021-05,-0.0
hibernate,2021-06,-0.7689075379636955,Low Exposure,13,245,0.3183673469387755,0.9877551020408163,0.4897959183673469,5.408503692592814,0.6302764501559606,0.4,0,5.5053315359323625,6,0,2021-06,-0.0
hibernate,2021-07,-0.7689075379636955,Low Exposure,13,229,0.35807860262008734,0.9781659388646288,0.4410480349344978,5.507430656514555,0.6057738218919788,0.4104803493449782,0,5.438079308923196,7,0,2021-07,-0.0
hibernate,2021-08,-0.7689075379636955,Low Exposure,13,247,0.3360323886639676,0.9433198380566802,0.4777327935222672,5.352424896012692,0.5938775335481503,0.4574898785425101,0,5.5134287461649825,8,0,2021-08,-0.0
hibernate,2021-09,-0.7689075379636955,Low Exposure,13,248,0.3185483870967742,1.0040322580645162,0.2782258064516129,5.211359481793619,0.6448471199119745,0.45161290322580644,0,5.517452896464707,9,0,2021-09,-0.0
hibernate,2021-10,-0.7689075379636955,Low Exposure,13,194,0.36082474226804123,0.979381443298969,0.3711340206185567,5.420545264689192,0.6241870752238885,0.4329896907216495,0,5.272999558563747,10,0,2021-10,-0.0
hibernate,2021-11,-0.7689075379636955,Low Exposure,13,216,0.35648148148148145,0.8333333333333334,0.6805555555555556,5.571747479861684,0.5282810406791477,0.4166666666666667,0,5.37989735354046,11,0,2021-11,-0.0
hibernate,2021-12,-0.7689075379636955,Low Exposure,13,179,0.329608938547486,0.9273743016759777,0.5921787709497207,5.5028831244162335,0.5871384996615453,0.4134078212290503,0,5.19295685089021,12,0,2021-12,-0.0
hibernate,2022-01,-0.7689075379636955,Low Exposure,13,185,0.3621621621621622,0.9297297297297298,0.654054054054054,5.626688231998986,0.5861260637111427,0.41081081081081083,0,5.225746673713202,13,0,2022-01,-0.0
hibernate,2022-02,-0.7689075379636955,Low Exposure,13,172,0.32558139534883723,0.872093023255814,0.37209302325581395,5.521060277064837,0.5525603593291176,0.48255813953488375,0,5.153291594497779,14,0,2022-02,-0.0
hibernate,2022-03,-0.7689075379636955,Low Exposure,13,269,0.22304832713754646,0.6468401486988847,0.35315985130111527,5.210440328973712,0.41194374691706903,0.379182156133829,0,5.598421958998375,15,0,2022-03,-0.0
hibernate,2022-04,-0.7689075379636955,Low Exposure,13,286,0.2062937062937063,0.6083916083916084,0.2867132867132867,4.948080642751839,0.3872753563620719,0.36713286713286714,0,5.659482215759621,16,0,2022-04,-0.0
hibernate,2022-05,-0.7689075379636955,Low Exposure,13,241,0.2074688796680498,0.5726141078838174,0.36099585062240663,4.89040663024081,0.3590883571829665,0.4854771784232365,0,5.488937726156687,17,0,2022-05,-0.0
hibernate,2022-06,-0.7689075379636955,Low Exposure,13,259,0.1969111969111969,0.6486486486486487,0.21621621621621623,4.673246186549343,0.413261022800938,0.4555984555984556,0,5.560681631015528,18,0,2022-06,-0.0
hibernate,2022-07,-0.7689075379636955,Low Exposure,13,236,0.2584745762711864,0.7711864406779662,0.3135593220338983,4.812621150270318,0.4866741376346384,0.4576271186440678,0,5.4680601411351315,19,0,2022-07,-0.0
hibernate,2022-08,-0.7689075379636955,Low Exposure,13,287,0.30313588850174217,0.7630662020905923,0.29965156794425085,4.591047105314414,0.4903692673185561,0.43902439024390244,0,5.662960480135946,20,0,2022-08,-0.0
hibernate,2022-09,-0.7689075379636955,Low Exposure,13,244,0.26229508196721313,0.7745901639344263,0.19672131147540983,4.443341606386264,0.49676260503725717,0.430327868852459,0,5.501258210544727,21,0,2022-09,-0.0
hibernate,2022-10,-0.7689075379636955,Low Exposure,13,211,0.2796208530805687,0.6303317535545023,0.1943127962085308,4.340236729780069,0.4139814966063103,0.41232227488151657,0,5.356586274672012,22,0,2022-10,-0.0
hibernate,2022-11,-0.7689075379636955,Low Exposure,13,275,0.19272727272727272,0.6327272727272727,0.1709090909090909,3.901133158886275,0.40756865180420027,0.4,0,5.62040086571715,23,0,2022-11,-0.0
hibernate,2022-12,-0.7689075379636955,Low Exposure,13,232,0.1853448275862069,0.5517241379310345,0.2629310344827586,3.9702869482205974,0.35610279549857,0.4224137931034483,1,5.4510384535657,24,1,2022-12,-0.7689075379636955
hibernate,2023-01,-0.7689075379636955,Low Exposure,13,233,0.2317596566523605,0.7253218884120172,0.19742489270386265,3.828728136872453,0.45819461524888294,0.4721030042918455,1,5.455321115357702,25,2,2023-01,-0.7689075379636955
hibernate,2023-02,-0.7689075379636955,Low Exposure,13,261,0.210727969348659,0.6704980842911877,0.04980842911877394,3.4393240948427364,0.4455646679335393,0.38697318007662834,1,5.568344503761097,26,3,2023-02,-0.7689075379636955
hibernate,2023-03,-0.7689075379636955,Low Exposure,13,43,0.06976744186046512,0.32558139534883723,-0.046511627906976744,2.9730806163639074,0.2256758262288194,0.46511627906976744,1,3.784189633918261,27,4,2023-03,-0.7689075379636955
kubernetes,2021-01,-0.8018776113122862,Low Exposure,14,729,0.41426611796982166,1.139917695473251,1.2496570644718792,6.4313719604231565,0.6938832867464158,0.3004115226337449,0,6.593044534142437,1,0,2021-01,-0.0
kubernetes,2021-02,-0.8018776113122862,Low Exposure,14,747,0.45113788487282463,1.1218206157965194,1.2289156626506024,6.349728737804761,0.6826246064974578,0.27041499330655955,0,6.617402977974478,2,0,2021-02,-0.0
kubernetes,2021-03,-0.8018776113122862,Low Exposure,14,773,0.4385510996119017,1.1164294954721863,1.1448900388098318,6.383447701926866,0.68465170001762,0.296248382923674,0,6.651571873589727,3,0,2021-03,-0.0
kubernetes,2021-04,-0.8018776113122862,Low Exposure,14,699,0.4263233190271817,1.1101573676680974,1.084406294706724,6.299361289903914,0.6819457404429332,0.3261802575107296,0,6.551080335043404,4,0,2021-04,-0.0
kubernetes,2021-05,-0.8018776113122862,Low Exposure,14,680,0.4176470588235294,1.1397058823529411,0.9,6.172046954858341,0.7005770448487626,0.31323529411764706,0,6.523562306149512,5,0,2021-05,-0.0
kubernetes,2021-06,-0.8018776113122862,Low Exposure,14,670,0.4373134328358209,1.1104477611940298,0.8761194029850746,6.22899540540188,0.6881412968351192,0.2955223880597015,0,6.508769136971682,6,0,2021-06,-0.0
kubernetes,2021-07,-0.8018776113122862,Low Exposure,14,731,0.38850889192886456,1.0807113543091655,0.8481532147742818,6.223164199544218,0.6676581525732165,0.2913816689466484,0,6.595780513961311,7,0,2021-07,-0.0
kubernetes,2021-08,-0.8018776113122862,Low Exposure,14,669,0.38565022421524664,1.0508221225710015,0.929745889387145,6.2126403216436685,0.6568006474835889,0.3094170403587444,0,6.507277712385012,8,0,2021-08,-0.0
kubernetes,2021-09,-0.8018776113122862,Low Exposure,14,675,0.38222222222222224,1.0325925925925925,0.9437037037037037,6.152934434511917,0.6430693152771428,0.277037037037037,0,6.516193076042964,9,0,2021-09,-0.0
kubernetes,2021-10,-0.8018776113122862,Low Exposure,14,722,0.39335180055401664,1.0346260387811634,0.9044321329639889,6.115596188100688,0.647181194775073,0.29085872576177285,0,6.583409222158765,10,0,2021-10,-0.0
kubernetes,2021-11,-0.8018776113122862,Low Exposure,14,623,0.3707865168539326,1.0304975922953452,0.8972712680577849,6.053225475794217,0.6328650803294668,0.27768860353130015,0,6.436150368369428,11,0,2021-11,-0.0
kubernetes,2021-12,-0.8018776113122862,Low Exposure,14,650,0.3984615384615385,1.0676923076923077,0.9,6.129041896562719,0.6582698672229723,0.3123076923076923,0,6.478509642208569,12,0,2021-12,-0.0
kubernetes,2022-01,-0.8018776113122862,Low Exposure,14,703,0.3584637268847795,1.027027027027027,0.8392603129445235,6.0778929058704,0.6324732988108492,0.2930298719772404,0,6.556778356158042,13,0,2022-01,-0.0
kubernetes,2022-02,-0.8018776113122862,Low Exposure,14,659,0.37329286798179057,1.08649468892261,0.8270106221547799,6.1061992295713825,0.6691852718124915,0.3323216995447648,0,6.492239835020471,14,0,2022-02,-0.0
